chr21,4862644,4865836
chr22,51316490,51319967
chr21,23639912,23643230
chr21,42259862,42263135
chr21,5350936,5354142
chr22,6314082,6317444
chr22,39705394,39708444
chr21,13842052,13845281
chr22,9112540,9116308
chr21,7344594,7349057
chr22,43983889,43987042
chr22,36789789,36792925
chr22,12557483,12560373
chr21,12792932,12796553
chr21,16416980,16420272
chr22,50456620,50459748
chr21,42058175,42061652
chr22,10651456,10654678
chr22,11708274,11711819
chr22,48054980,48058087
chr22,24195390,24198894
chr22,29574485,29577805
chr22,16364389,16367687
chr21,33477186,33480326
chr22,6882819,6886186
chr22,34457864,34461249
chr21,33683807,33687234
chr22,29078428,29081973
chr22,35062738,35065903
chr22,36626777,36630188
chr22,18352678,18356545
chr22,42369877,42373158
chr22,19711586,19714966
chr21,31033539,31036932
chr21,4688275,4691535
chr21,25460713,25464092
chr22,9491307,9494421
chr22,28616180,28619371
chr22,19245340,19248425
chr21,34182629,34185842
chr21,36087502,36090669
chr22,19388994,19392583
chr21,9116699,9120539
chr22,39953936,39957611
chr22,33181316,33184568
chr22,46770946,46774090
chr21,26668160,26671329
chr21,33627565,33630718
chr22,25026432,25030002
chr21,25905885,25909050
chr22,18093438,18096964
chr22,5615956,5619247
chr22,42510989,42514265
chr21,28529204,28532359
chr22,19962531,19966064
chr21,15360021,15363450
chr22,36840433,36844260
chr21,5494055,5497695
chr22,1323829,1326915
chr21,23014893,23018146
chr22,5033946,5037780
chr21,10481453,10484922
chr22,22991312,22994611
chr22,9806911,9810070
chr22,7600019,7603226
chr21,26337338,26340567
chr21,4619900,4623149
chr21,25759627,25762813
chr22,41477287,41481221
chr21,8950766,8954845
chr22,9739737,9744214
chr21,16287520,16290669
chr22,39663361,39667064
chr21,27803941,27807507
chr22,4274374,4277416
chr21,18009658,18013011
chr21,25060628,25063900
chr22,35775646,35778757
chr21,13268083,13271379
chr21,37875003,37878350
chr22,22195670,22199777
chr21,25054235,25057422
chr21,34584562,34588057
chr22,14538496,14542656
chr22,34201557,34204772
chr22,8029528,8033217
chr22,34367453,34370695
chr21,4493526,4496329
chr21,15423458,15426755
chr22,23956629,23959950
chr22,26521651,26524912
chr22,31265705,31268798
chr21,15661057,15664360
chr22,6734328,6737782
chr21,18770936,18774145
chr22,34195180,34198428
chr21,2879336,2882503
chr22,31529834,31533601
chr21,22044561,22047773
chr21,43390616,43393803
chr22,38301785,38305553
chr21,39540410,39543786
chr21,9855548,9858982
chr22,23759528,23762932
chr22,6345349,6348754
chr22,34831963,34835109
chr22,45824820,45828270
chr22,27924295,27927436
chr21,2853049,2856403
chr21,21420239,21423563
chr21,36032455,36035596
chr22,48753184,48756360
chr21,43210106,43213276
chr21,31614407,31617854
chr21,28555281,28558475
chr21,27663956,27666947
chr21,2478415,2481492
chr22,34928929,34932106
chr22,650297,653337
chr22,37673369,37676578
chr21,9089392,9092587
chr22,1235138,1238190
chr22,11598134,11602001
chr22,32687484,32690814
chr21,3645958,3649330
chr21,43206811,43210105
chr22,4193956,4197301
chr21,4134851,4138405
chr21,38187962,38191474
chr22,50109138,50112379
chr22,11168503,11171968
chr21,23406959,23410277
chr22,11578950,11582815
chr22,27623446,27626740
chr22,39646473,39649710
chr22,16198909,16202069
chr22,37513328,37516435
chr21,7760738,7764876
chr22,19281639,19284736
chr22,21190376,21193592
chr22,25491070,25494702
chr21,35623210,35626444
chr22,9931352,9934985
chr22,49803920,49806984
chr22,40060409,40063771
chr22,47388312,47391648
chr21,40422172,40425647
chr22,18483289,18486334
chr22,48775381,48778650
chr21,36997940,37001115
chr22,944931,947988
chr21,36538638,36541908
chr22,39667065,39670667
chr21,27969486,27972770
chr22,22270807,22274108
chr21,7744548,7748573
chr22,8135329,8139126
chr22,3332967,3338446
chr21,6998307,7001607
chr21,42996065,42999154
chr21,6872870,6876282
chr22,46644044,46647453
chr21,14466379,14469557
chr21,19173197,19176333
chr22,44274513,44277626
chr21,12144910,12148166
chr22,46821390,46824589
chr21,20655398,20658690
chr22,20634509,20637689
chr22,21936318,21940343
chr21,38874704,38877891
chr22,27714054,27717378
chr22,6855989,6859317
chr21,9703346,9706663
chr21,26323403,26326996
chr22,17794320,17797346
chr22,39957612,39960602
chr21,6032816,6035882
chr21,33021407,33024529
chr22,32816870,32819913
chr22,28266478,28269714
chr22,14054494,14058362
chr21,44543521,44547099
chr22,12403841,12406921
chr21,14249313,14252512
chr21,36289590,36292835
chr21,3957290,3960838
chr21,25450891,25454208
chr21,899246,902334
chr22,34670727,34674006
chr21,13602460,13605805
chr21,43454704,43457870
chr21,9825484,9829177
chr22,11565654,11569103
chr21,14350633,14353941
chr22,38260684,38264434
chr22,44088982,44092101
chr21,33447864,33451130
chr22,48400945,48404313
chr22,45326846,45330191
chr21,28776237,28779543
chr21,19966138,19969395
chr21,22249326,22252792
chr21,4859818,4862643
chr22,15171401,15175492
chr22,47443549,47446757
chr22,28793203,28797224
chr21,31137354,31140635
chr22,39063426,39066884
chr22,42974624,42978457
chr22,30168086,30171275
chr21,26107163,26110327
chr21,25648031,25651326
chr22,31537303,31540782
chr22,32053,35392
chr21,41522371,41525990
chr22,14583756,14587888
chr22,34674007,34677268
chr21,22778486,22781726
chr21,16584339,16587642
chr21,42934894,42938004
chr22,2445487,2450045
chr22,38024084,38027545
chr21,13234862,13238326
chr22,46116527,46120021
chr22,1431561,1434614
chr21,43746263,43749291
chr21,42228922,42232576
chr21,8495454,8499148
chr21,3292847,3295649
chr21,30853417,30856915
chr22,5881316,5884805
chr22,7500629,7503863
chr22,477488,481187
chr21,25687169,25690516
chr21,22428397,22431626
chr21,44363594,44366690
chr22,7887496,7890484
chr21,37377562,37380724
chr21,32172368,32175678
chr22,41454950,41458646
chr21,42365749,42368782
chr22,26935645,26939197
chr21,25417661,25420991
chr21,37149548,37152808
chr22,20035835,20039171
chr22,31903539,31906941
chr22,6040253,6043327
chr21,22169188,22172627
chr22,39771043,39774448
chr21,17236920,17240172
chr21,1261604,1266510
chr21,9265568,9268715
chr21,44357605,44360743
chr21,12695973,12699270
chr21,3045479,3048745
chr21,15815768,15819247
chr22,40775448,40778901
chr22,46767349,46770945
chr22,24155493,24158783
chr21,5105013,5108199
chr22,9554703,9557722
chr21,9419819,9422762
chr21,31533885,31537405
chr21,28398536,28401782
chr22,14591970,14596061
chr22,12554309,12557482
chr21,18222396,18225675
chr21,12620171,12623373
chr22,43516146,43519724
chr22,6623973,6627308
chr22,40077420,40080951
chr21,5662208,5665273
chr22,35547440,35550708
chr22,15326535,15330515
chr22,38908193,38911483
chr21,40671492,40674558
chr21,34791191,34794919
chr22,5237748,5240478
chr22,17398877,17402183
chr22,10790406,10795331
chr21,35346867,35349999
chr22,28844331,28847868
chr21,42582188,42585324
chr21,26809382,26812639
chr22,10352674,10356362
chr22,5698763,5702076
chr21,21012025,21015203
chr21,29159264,29162460
chr21,9829178,9832509
chr22,44211410,44214774
chr22,29523185,29526763
chr21,4324398,4327130
chr21,36198916,36202015
chr21,22024812,22028057
chr21,44883839,44887018
chr22,15991626,15994760
chr22,46678899,46682487
chr22,43827622,43830957
chr22,37551531,37555037
chr22,43332888,43336420
chr21,44118051,44121182
chr22,34049503,34053108
chr22,38191773,38195298
chr22,9856135,9859447
chr22,9314715,9317852
chr22,41447233,41451201
chr21,15238563,15242077
chr22,24473494,24476997
chr22,16417380,16420666
chr22,26300006,26303348
chr21,21380391,21383638
chr21,10773645,10778198
chr22,4542054,4545300
chr22,47587808,47591079
chr22,41110429,41114337
chr22,18657897,18661208
chr22,27214779,27217998
chr21,21637711,21641185
chr22,27158891,27162282
chr22,38391910,38395067
chr22,23873533,23876662
chr21,23672702,23676069
chr21,27989361,27992575
chr22,37622738,37625896
chr21,23745163,23748374
chr21,31604176,31607633
chr21,43796653,43799743
chr22,41613216,41616509
chr21,14534208,14537396
chr22,616431,619566
chr22,49416916,49420391
chr21,13320756,13323957
chr21,7672890,7676129
chr21,5590261,5593877
chr21,38027825,38031018
chr22,46040294,46043456
chr21,26276220,26279582
chr21,12151362,12154790
chr22,5417663,5420901
chr22,7031413,7034786
chr21,19804133,19807607
chr21,12921414,12924748
chr21,30775064,30778709
chr22,40298355,40301823
chr22,28382075,28385417
chr21,7881183,7884266
chr22,17920775,17924677
chr22,4756986,4760859
chr22,25197100,25200378
chr21,8989130,8993120
chr21,29522901,29526144
chr22,41908584,41912061
chr21,10861451,10865392
chr21,19268022,19271413
chr21,26230177,26233474
chr21,435639,438779
chr22,15350402,15354378
chr22,3438650,3444478
chr22,6706944,6710541
chr22,2773001,2778661
chr21,24938632,24941922
chr22,38000191,38003628
chr22,3568281,3572089
chr21,4377503,4380804
chr21,30452629,30455925
chr22,41388464,41392144
chr21,22612768,22616272
chr21,42208824,42212131
chr21,17736561,17740266
chr21,37387209,37390314
chr21,3088698,3092310
chr22,41574119,41577550
chr22,13373186,13377356
chr22,31397350,31400493
chr21,44222166,44225486
chr22,50675069,50678072
chr22,5190636,5193487
chr21,44312659,44315837
chr22,40370198,40373477
chr22,21703013,21706139
chr22,23574447,23577688
chr22,38920833,38924173
chr22,16173762,16177281
chr21,297551,300793
chr22,19205605,19208708
chr22,47683727,47686872
chr21,7599599,7602845
chr21,4818255,4821447
chr22,41230409,41234072
chr22,3406364,3411947
chr22,49218170,49221320
chr21,23897153,23900323
chr21,28137369,28140663
chr21,31804205,31807592
chr22,9907852,9911172
chr22,4974755,4977595
chr22,41718939,41722316
chr22,27208139,27211412
chr22,3497639,3501654
chr22,42861598,42864865
chr22,48080797,48083957
chr22,39802562,39806611
chr22,34321341,34324612
chr22,10598777,10602095
chr21,12842088,12845282
chr22,41772238,41776302
chr21,29570338,29573657
chr21,28127491,28130858
chr22,265028,268294
chr21,44341511,44345052
chr22,29496686,29500032
chr22,9021414,9025166
chr22,4134062,4137399
chr21,25123373,25126857
chr22,41850093,41853564
chr21,44038938,44042159
chr22,7616508,7619758
chr21,26694267,26697565
chr21,31373508,31376796
chr22,40218813,40222180
chr22,3427904,3433123
chr22,21395572,21398866
chr22,28742578,28745802
chr22,47106472,47109679
chr21,408167,411459
chr21,6672916,6677713
chr21,8363938,8367557
chr22,7089357,7092780
chr22,46230,49596
chr21,41288754,41292278
chr22,39081060,39084459
chr22,9208616,9212056
chr21,13835466,13838825
chr21,1047811,1051009
chr21,16249886,16253212
chr21,22626205,22629429
chr21,24514839,24518299
chr22,23995943,23999214
chr22,25976711,25980168
chr21,18109717,18113006
chr22,5126755,5130341
chr21,16413769,16416979
chr22,44557680,44560785
chr22,10575914,10579150
chr22,40053217,40056738
chr22,46066310,46069376
chr21,42468845,42471978
chr22,30515457,30518810
chr22,30390398,30393983
chr22,32759476,32764251
chr22,46721967,46725183
chr21,3301199,3304008
chr21,30242091,30245157
chr22,29653446,29657191
chr22,39115953,39120007
chr22,37183955,37187343
chr22,1551786,1554920
chr21,9836419,9839793
chr22,16640130,16643697
chr21,40677719,40680911
chr21,21925377,21928729
chr21,40590612,40593929
chr22,11178655,11182211
chr21,40774246,40777487
chr21,41725215,41728348
chr21,22199105,22202403
chr21,19490401,19493712
chr22,1046477,1049568
chr22,31659754,31663264
chr22,27358109,27361300
chr22,7118854,7123435
chr21,21235454,21238756
chr22,11106458,11110197
chr22,15269487,15273677
chr22,21050931,21054308
chr22,41691805,41695212
chr21,18852980,18856296
chr21,36466551,36469788
chr21,34949738,34952994
chr22,12711034,12714345
chr22,5598558,5602384
chr21,25130228,25133614
chr22,18627119,18630675
chr22,28123725,28127081
chr21,30778710,30781907
chr22,16707968,16711311
chr22,23834240,23837485
chr21,11073065,11076771
chr22,51164318,51167928
chr21,31873356,31877172
chr21,4169508,4172806
chr21,26547136,26550411
chr22,1080512,1083568
chr21,42667638,42670680
chr21,11087989,11091722
chr21,40900235,40903434
chr22,42120439,42124237
chr22,18819479,18822833
chr22,35798824,35802027
chr22,46791267,46794562
chr22,19215706,19218949
chr21,12752388,12755708
chr22,38472299,38476068
chr22,12104224,12107786
chr21,26766542,26769928
chr21,32553119,32556486
chr22,34337640,34340937
chr21,44108561,44111769
chr21,20589790,20592948
chr22,50732033,50735141
chr22,35100598,35103942
chr22,13448500,13452700
chr22,1052648,1055737
chr22,35214755,35217935
chr22,22919041,22922737
chr22,23074510,23077767
chr21,38059545,38062901
chr21,17726557,17729766
chr22,24032871,24036376
chr21,17640068,17643505
chr22,1604591,1607704
chr21,7012113,7015297
chr22,43571595,43575453
chr22,21833556,21836604
chr21,9498889,9502212
chr21,13734016,13737232
chr22,29989048,29992410
chr22,6043328,6046447
chr21,20349125,20352720
chr21,30984288,30987617
chr21,37296675,37299885
chr21,26077835,26081309
chr21,30798595,30802063
chr21,2428542,2431853
chr21,35454105,35457027
chr22,1802385,1805457
chr21,38665010,38668572
chr22,40135569,40138631
chr22,44254220,44257697
chr21,16085417,16088869
chr21,29914780,29918292
chr22,36300480,36303702
chr21,31446790,31450195
chr22,12410110,12413249
chr21,19182876,19186121
chr22,49865056,49868258
chr21,17886,21070
chr21,21159857,21163062
chr22,12778817,12782834
chr21,21075878,21079243
chr22,42027444,42031161
chr21,42302328,42305557
chr22,39478399,39482069
chr22,23414409,23417682
chr22,11189328,11192329
chr21,43106212,43109485
chr22,22139990,22143485
chr21,16334436,16338157
chr21,33994429,33997634
chr22,45389779,45393041
chr22,15969825,15972972
chr22,20996892,21000065
chr22,42600338,42603760
chr21,5300993,5303722
chr21,28333392,28336632
chr21,7514677,7517852
chr21,11294409,11298210
chr21,14803236,14806567
chr21,254625,258237
chr22,12196321,12199572
chr22,37370451,37373614
chr22,1388443,1391544
chr21,45016835,45020368
chr21,22553523,22556952
chr21,11809751,11813166
chr22,26848977,26852425
chr21,40887140,40890288
chr22,47648621,47651792
chr22,44596850,44600025
chr22,39042267,39045541
chr21,32358037,32361377
chr21,34877075,34880676
chr21,30325974,30329330
chr22,17324404,17327627
chr21,32378211,32381486
chr21,32556487,32559729
chr21,9402028,9405011
chr22,50052055,50055163
chr21,1885454,1891314
chr22,29005919,29009209
chr22,2202883,2205975
chr21,5880744,5884468
chr22,49045454,49048601
chr21,39477828,39480989
chr22,37926897,37930291
chr22,29639401,29642972
chr21,44734874,44738091
chr22,29081974,29085484
chr22,7096248,7099874
chr21,17221716,17224978
chr22,48148363,48151584
chr22,35822503,35826343
chr22,46519643,46522821
chr21,18013012,18016417
chr21,22328828,22332167
chr21,38699159,38702399
chr22,1851846,1854921
chr22,18457304,18460360
chr22,29577806,29581084
chr22,1268204,1271300
chr21,585976,589087
chr22,13343971,13348104
chr22,2089523,2092548
chr22,50992574,50995829
chr21,35769925,35773543
chr22,27655495,27658662
chr22,38280793,38284553
chr22,15584261,15588341
chr21,7899009,7902656
chr22,47148580,47151632
chr22,42127874,42131650
chr21,30442561,30446023
chr21,18152781,18156057
chr22,29526764,29530486
chr22,1684941,1688073
chr21,33611287,33614593
chr22,3927335,3930455
chr21,29957114,29960749
chr22,15657646,15661737
chr21,4469584,4473035
chr21,40604132,40607285
chr22,50137370,50140650
chr22,50042470,50045571
chr22,31370207,31373453
chr22,39254920,39258374
chr21,34394738,34398380
chr21,3471068,3473854
chr21,44786796,44790184
chr22,20147901,20151225
chr22,3361042,3366858
chr22,44981066,44984383
chr22,10926413,10931331
chr21,39395892,39399031
chr21,5155846,5159409
chr21,23018147,23021460
chr21,32962704,32965913
chr21,14610979,14614151
chr21,20830952,20834174
chr21,19530155,19533501
chr22,37118673,37121749
chr22,22009959,22013652
chr21,4657808,4661101
chr22,27649180,27652397
chr22,23923346,23926488
chr21,592233,595317
chr22,50505214,50508598
chr22,10463512,10466867
chr21,17610807,17614054
chr22,25787978,25791346
chr22,16149911,16153217
chr21,42731469,42734517
chr22,19829517,19832690
chr22,7632513,7635634
chr22,6930071,6933440
chr22,28176290,28179604
chr22,8449552,8453462
chr21,41050650,41053919
chr21,35125802,35129138
chr22,6720431,6723789
chr21,8901756,8905713
chr21,10254650,10258615
chr22,23390575,23394372
chr22,44475562,44478635
chr21,30482577,30485902
chr22,31613300,31616721
chr22,13306404,13310541
chr21,37072303,37075643
chr21,12672671,12676350
chr22,6025009,6028043
chr22,45724994,45728121
chr22,35364260,35367429
chr22,39016839,39020907
chr22,17699197,17702420
chr22,48865364,48868667
chr22,32732013,32735117
chr22,49193192,49196258
chr22,39643361,39646472
chr21,13130707,13134016
chr22,27904612,27908211
chr21,42794451,42797512
chr22,17523530,17527009
chr21,4499148,4501962
chr22,38845921,38850173
chr21,32209154,32212289
chr22,8703611,8706987
chr22,8264731,8268416
chr21,16226499,16229946
chr22,23444581,23448248
chr22,21766212,21769462
chr22,32738277,32742079
chr21,14514102,14517530
chr22,32634651,32638286
chr21,22138515,22142043
chr22,7475158,7478509
chr22,1623235,1626356
chr22,46382433,46385894
chr22,43163192,43166615
chr22,45415877,45419240
chr22,2233515,2236605
chr22,30968156,30971899
chr22,38836260,38839430
chr22,30145316,30148479
chr22,2236606,2239649
chr21,1443282,1449331
chr22,29590984,29594281
chr22,47010526,47013783
chr21,43673088,43676363
chr21,21822165,21825449
chr22,15935634,15938757
chr21,5977450,5981237
chr22,9773383,9776704
chr21,10104907,10108769
chr22,46000738,46003995
chr21,28905058,28908395
chr21,9298095,9301290
chr22,29389256,29392562
chr21,4676712,4679525
chr22,18920043,18923293
chr22,19745416,19748874
chr21,23249519,23253056
chr21,18741416,18744757
chr22,17006163,17010180
chr21,5091062,5094529
chr21,22165692,22169187
chr22,28345719,28348913
chr22,4941614,4945066
chr21,44800237,44803698
chr21,14806568,14809799
chr22,35331864,35335047
chr22,25064385,25067677
chr22,40955907,40959161
chr21,16102447,16106097
chr22,45777587,45780882
chr22,10520583,10524468
chr22,23824562,23827556
chr22,50301353,50304407
chr22,5807596,5810934
chr21,30558076,30561360
chr22,39485165,39488872
chr21,39428699,39432207
chr22,18955949,18959230
chr21,23949916,23953124
chr22,12416521,12420297
chr22,5342366,5346123
chr22,27105946,27109171
chr21,4391463,4394757
chr21,6048247,6051461
chr22,13552209,13556343
chr21,17478228,17481563
chr21,17993112,17996424
chr21,41337224,41340348
chr21,6564336,6567789
chr22,2074207,2077259
chr22,1530208,1533300
chr22,43754352,43757626
chr21,3228687,3232226
chr21,43423158,43426561
chr22,4341035,4344195
chr22,40768168,40771944
chr22,26109979,26113323
chr22,33451553,33455136
chr22,19636796,19640743
chr21,36433543,36436890
chr22,28297054,28300514
chr21,30107367,30111225
chr22,7405257,7409879
chr21,43267519,43270653
chr21,30904399,30908025
chr21,39221430,39224744
chr22,43738786,43741924
chr22,29860722,29864002
chr21,3429289,3432147
chr21,17031293,17034513
chr21,22362470,22365865
chr22,23278303,23281467
chr22,36685349,36688519
chr22,30046842,30050924
chr22,5054486,5057812
chr22,20918766,20922512
chr22,11279876,11283590
chr21,37358585,37361725
chr22,30979216,30982639
chr22,15547816,15551830
chr21,9680626,9683871
chr21,21506435,21509796
chr21,16856603,16859843
chr21,42001040,42004350
chr22,20403767,20407203
chr21,9616421,9619903
chr22,17713627,17717053
chr21,41684581,41687672
chr22,37807677,37810862
chr21,2186518,2190028
chr21,4463126,4466284
chr22,10102518,10105849
chr21,28486832,28490047
chr21,3963639,3966460
chr21,31779276,31783073
chr22,45055978,45059362
chr21,16984773,16988147
chr22,36559196,36562790
chr22,34364052,34367452
chr21,33460897,33464153
chr22,25410937,25414103
chr22,46661817,46665165
chr21,93051,96084
chr21,41213136,41216778
chr22,28067777,28071160
chr21,24342,28147
chr22,13523346,13527462
chr21,34787426,34791190
chr22,49861609,49865055
chr21,42541729,42545184
chr21,44272445,44275592
chr21,7161667,7165416
chr22,21014648,21017810
chr21,32661203,32664439
chr22,36620398,36623597
chr22,38124482,38127774
chr22,48128764,48132036
chr21,38072704,38076064
chr21,39484269,39487448
chr22,5453643,5456353
chr22,16687428,16691087
chr22,5434950,5438174
chr21,29499707,29503048
chr21,8758255,8761505
chr21,38448553,38451858
chr21,34840452,34843915
chr21,9762071,9765455
chr22,32690815,32694193
chr22,23222704,23226007
chr21,28438142,28441378
chr21,21321532,21324746
chr22,3707774,3711065
chr22,17764831,17768523
chr21,43035333,43038462
chr22,17196480,17199897
chr21,11884384,11887547
chr21,425075,429000
chr22,3844224,3847313
chr22,15054350,15058524
chr22,788165,791233
chr22,25798182,25801574
chr22,23141954,23145141
chr21,11981896,11985203
chr22,22453118,22456310
chr22,23899209,23902469
chr21,26425579,26428810
chr22,37982096,37985509
chr22,51255010,51258458
chr22,8386855,8390505
chr22,44062611,44065838
chr22,40336455,40339807
chr22,17253597,17256911
chr22,36911210,36914985
chr21,21546089,21549362
chr22,40941986,40945313
chr22,37823335,37826444
chr22,49978186,49981619
chr22,9700244,9703872
chr21,36231299,36234506
chr22,26758867,26762087
chr21,27821239,27824498
chr21,40567032,40570602
chr21,41819829,41823010
chr21,41575052,41578251
chr22,18994729,18997931
chr22,14575595,14579637
chr22,16010526,16013665
chr22,161498,164593
chr22,7749760,7753639
chr21,8914515,8918593
chr21,26293113,26296500
chr22,17982178,17985668
chr22,41179621,41183178
chr22,13486261,13490457
chr21,1368253,1373998
chr22,3961223,3964334
chr22,15466942,15471039
chr21,5736908,5740228
chr22,40709798,40713166
chr21,10097733,10101384
chr22,36193563,36196819
chr21,2911455,2914866
chr21,5854756,5858452
chr21,31215584,31218816
chr21,40597421,40600620
chr22,38323525,38327052
chr22,18853480,18856647
chr21,37992184,37995374
chr22,41078644,41082356
chr22,32019552,32023042
chr22,17827745,17831172
chr22,36320738,36323948
chr21,44813346,44816376
chr21,40490050,40493161
chr22,43473815,43476965
chr21,18675514,18678944
chr22,38017749,38021181
chr22,14165939,14170071
chr22,5044770,5048014
chr22,16436342,16439742
chr21,12537694,12541023
chr22,35373718,35376871
chr22,11504292,11507411
chr22,49105330,49108427
chr22,32495882,32499091
chr22,5714888,5717675
chr21,12961068,12964446
chr22,50360970,50364211
chr21,21931896,21935120
chr21,12076266,12079810
chr22,49500294,49503679
chr21,5865916,5869697
chr22,38492861,38496053
chr22,34540436,34543651
chr21,42639403,42642435
chr21,24622017,24625377
chr22,10019465,10022782
chr21,32057338,32060902
chr21,37945760,37948976
chr22,19552471,19555434
chr22,39196412,39199541
chr22,45367004,45370216
chr21,16606822,16610161
chr22,50982717,50985923
chr21,29416456,29419919
chr21,34355297,34358576
chr22,6577109,6580378
chr22,19958849,19962530
chr21,36260341,36263671
chr22,26136393,26139821
chr21,35138637,35141949
chr22,21344914,21348459
chr21,20550061,20553554
chr21,27972771,27975915
chr22,50880352,50884125
chr21,17515781,17519169
chr21,24745542,24748932
chr22,22578916,22582098
chr22,36424422,36427667
chr22,36597512,36600687
chr22,22787205,22790446
chr22,28953180,28956683
chr22,7661956,7665288
chr21,22345616,22349113
chr21,16806673,16810005
chr21,377797,381377
chr21,32598704,32602134
chr22,4727997,4731183
chr21,30393170,30396328
chr21,3238705,3241989
chr22,2942210,2948058
chr22,26859482,26862689
chr22,4234002,4237126
chr22,31892885,31896699
chr22,7909531,7912813
chr21,3707788,3711216
chr22,23738718,23741808
chr22,9334144,9337331
chr21,43815180,43818284
chr22,12157421,12161223
chr21,30839577,30843199
chr22,17327628,17330907
chr21,36312148,36315392
chr21,17328410,17331834
chr21,42810377,42813715
chr22,164594,167633
chr22,43487031,43490512
chr22,10169678,10173116
chr21,9586870,9590071
chr22,1302203,1305259
chr21,1461014,1466916
chr22,50789174,50792160
chr21,18405737,18408992
chr22,45685472,45688524
chr22,23490976,23493938
chr21,21082437,21085785
chr21,17205314,17208668
chr22,47966223,47969572
chr22,15179574,15183629
chr21,43161370,43164395
chr22,28650674,28653907
chr21,35737392,35740690
chr22,32169752,32173978
chr22,36055348,36058897
chr21,19015323,19018535
chr21,4302682,4305978
chr21,2735766,2738802
chr21,31800746,31804204
chr21,16127068,16130643
chr22,26726117,26729452
chr22,9655749,9658771
chr22,16080242,16083483
chr21,10700359,10703984
chr21,30225475,30229143
chr21,17729767,17733161
chr21,5173374,5176576
chr21,1833928,1839609
chr21,41454021,41457109
chr21,7008702,7012112
chr22,29749191,29752775
chr21,401452,404792
chr22,47623551,47626647
chr21,2575855,2579292
chr22,21256460,21260121
chr21,26409118,26412437
chr21,5961424,5965551
chr21,24181429,24184852
chr22,35499454,35502855
chr22,769743,772827
chr22,39024660,39028195
chr21,38308345,38311609
chr22,50102914,50106013
chr21,19780600,19784092
chr21,15443179,15446503
chr22,36038527,36042030
chr21,22272927,22276095
chr21,36263672,36266872
